uid_type	tabid	tbl_id	pageStartTime	no	type	task	pageOnContentLoad	pageOnLoad	totalTimings	totalReq	totalRes	blocked	dns	connect	send	wait	receive	headerSizeRequest	bodySizeRequest	headerSizeResponse	bodySizeResponse	pageTitle	url
labtest_tablet	189	3224	1.47021E+12	13	user	1	363	3123	158	488	322					158		488		322		toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	189	3225	1.47021E+12	13	user	1	1718	7820	108	528	658	5				102	1	528		658		"Tō-ji - Wikipedia, the free encyclopedia"	https://en.wikipedia.org/wiki/T%C5%8D-ji
labtest_tablet	189	3226	1.47021E+12	13	user	1	1365	3103	117	488	322					117		488		322		toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	304	3227	1.47021E+12	13	user	3	1395	3569	119	280	479	7				112		280		217	262	Google	http://google.com/
labtest_tablet	304	3228	1.47021E+12	13	user	3	1724	3187	627	724	83791	6				154	467	724		616	83175	toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	304	3229	1.47021E+12	13	user	3	26667	37979	798	519	74585	6				284	508	519		320	74265	Kyoto Travel: Toji Temple	http://www.japan-guide.com/e/e3919.html
labtest_tablet	304	3230	1.47021E+12	13	user	3	1709	3370	39	488	322					39		488		322		toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	381	3231	1.47021E+12	14	reader	1	1253	3365	631	326	49381	21				149	461	326		710	48671	google news - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	381	3232	1.47021E+12	14	reader	1	4657	5942	1198	633	130642	179				850	169	633		458	130184	Google News	https://news.google.com/
labtest_tablet	381	3233	1.47021E+12	14	reader	1	2879	3465	984	598	85566	82				794	108	598		458	85108	Google News	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_tablet	426	3234	1.47021E+12	14	reader	1	19907	89305	856	374	372	308				548		374		372		'Dead souls in living bodies': Australia accused of abusing refugees - CNN.com	http://www.cnn.com/2016/08/03/asia/australia-nauru-amnesty-human-rights-watch/
labtest_phone	42	2993	1.47021E+12	14	reader	2	1217	2009	784	326	18866	20				137	627	326		710	18156	google news - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	42	2994	1.47021E+12	14	reader	2	3794	4975	114	628	576	6				107	1	628		353	223	Google News	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_tablet	499	3235	1.47021E+12	14	reader	3	1503		1035	325	49528	6				511	518	325		710	48818	googlenews - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	499	3236	1.47021E+12	14	reader	3	8013	9256	2478	632	116762	104				1300	1074	632		473	116289	Google News	https://news.google.com/
labtest_tablet	499	3237	1.47021E+12	14	reader	3	4002	4715	1840	596	91345	140			2	1455	243	596		473	90872	World	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_tablet	568	3238	1.47021E+12	14	reader	3			0	0	0												https://www.thefinancialist.com/brexit-and-brakes/?utm_source=&utm_medium=&utm_campaign=&utm_content=&utm_term=
labtest_tablet	592	3239	1.47021E+12	14	reader	3	16332	74680	1198	395	42386	668				512	18	395		788	41598	Tropical Storm Earl Strengthens in the Caribbean; Hurricane Warnings Issued | The Weather Channel	https://weather.com/storms/hurricane/news/tropical-depression-five-tropical-storm-earl-hurricane
labtest_phone	53	2995	1.47021E+12	14	reader	4	888	1689	509	326	19003	6				126	377	326		834	18169	google news - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	53	2996	1.47021E+12	14	reader	4	2753	3570	136	628	700	19				113	4	628		477	223	Google News	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_tablet	650	3242	1.47021E+12	15	user	1	1296	3488	111	280	479	8				103		280		217	262	Google	http://google.com/
labtest_tablet	650	3243	1.47021E+12	15	user	1	1907	3204	661	725	83885	7				158	496	725		616	83269	toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	650	3244	1.47021E+12	15	user	1	1683	8123	158	528	658	46			1	111		528		658		"Tō-ji - Wikipedia, the free encyclopedia"	https://en.wikipedia.org/wiki/T%C5%8D-ji
labtest_phone	179	2998	1.47021E+12	15	user	2	628	1528	134	280	479	29			1	104		280		217	262	Google	http://google.com/
labtest_phone	179	2999	1.47021E+12	15	user	2	1793	2459	941	698	21672	9				148	784	698		616	21056	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	179	3000	1.47021E+12	15	user	2	1319	2834	128	803	483	7				121		803		244	239	"Tō-ji - Wikipedia, the free encyclopedia"	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_tablet	650	3246	1.47021E+12	15	user	3	1198	3104	187	608	476	63				124		608		476		"Tō-ji - Wikipedia, the free encyclopedia"	https://en.wikipedia.org/wiki/T%C5%8D-ji
labtest_tablet	650	3247	1.47021E+12	15	user	3	3756	6190	275	449	10648	106				135	34	449		985	9663	"Ukyō-ku, Kyoto - Wikipedia, the free encyclopedia"	"https://en.m.wikipedia.org/wiki/Uky%C5%8D-ku,_Kyoto"
labtest_tablet	668	3248	1.47021E+12	15	user	3	1364	3308	124	280	479	32				92		280		217	262	Google	http://google.com/
labtest_tablet	668	3249	1.47021E+12	15	user	3	4760	6275	1077	779	85985	15				169	893	779		616	85369	toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	668	3250	1.47021E+12	15	user	3	4465	18320	130	670	1020	15				115		670		696	324	Toji - Google Maps	http://maps.google.com/maps?um=&ie=&fb=&gl=&entry=&sa=&ll=&z=&ftid=&q=
labtest_tablet	668	3251	1.47021E+12	15	user	3	1506	7056	68	504	322					68		504		322		toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	668	3252	1.47021E+12	15	user	3	2111	9060	262	528	658	113				149		528		658		"Tō-ji - Wikipedia, the free encyclopedia"	https://en.wikipedia.org/wiki/T%C5%8D-ji
labtest_phone	185	3001	1.47021E+12	15	user	4	626	2216	140	280	479	16				124		280		217	262	Google	http://google.com/
labtest_phone	185	3002	1.47021E+12	15	user	4	1360	3083	704	698	21650	3				196	505	698		616	21034	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	185	3003	1.47021E+12	15	user	4	1463	3082	160	803	483	19				141		803		244	239	"Tō-ji - Wikipedia, the free encyclopedia"	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_tablet	679	3253	1.47022E+12	16	user	1	7308	9186	129	280	479	30				99		280		217	262	Google	http://google.com/
labtest_tablet	679	3254	1.47022E+12	16	user	1	2018	3249	1219	738	83871	6				457	756	738		616	83255	toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	679	3255	1.47022E+12	16	user	1	8012	10574	1238	660	65922	433				627	178	660		3114	62808	"Toji, Kyoto - TripAdvisor"	https://www.tripadvisor.com/Attraction_Review-g298564-d1310392-Reviews-Toji-Kyoto_Kyoto_Prefecture_Kinki.html
labtest_phone	199	3004	1.47022E+12	16	user	2	716	1899	151	280	479	6				145		280		217	262	Google	http://google.com/
labtest_phone	199	3005	1.47022E+12	16	user	2	1373	2067	688	657	21600	21				119	548	657		616	20984	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	199	3006	1.47022E+12	16	user	2	1309	3213	141	762	483	15				126		762		244	239	"Tō-ji - Wikipedia, the free encyclopedia"	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_tablet	757	3256	1.47022E+12	16	user	3	2504	5164	171	280	479	36				135		280		217	262	Google	http://google.com/
labtest_tablet	757	3257	1.47022E+12	16	user	3	1213	2981	187	486	26510	16				158	13	486		616	25894	Google	http://www.google.com.cy/?gfe_rd=&ei=
labtest_tablet	757	3258	1.47022E+12	16	user	3	2582	3789	1858	728	83502	17				177	1664	728		271	83231	toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	757	3259	1.47022E+12	16	user	3	6800	7118	1234	486	10159	9				853	372	486		209	9950	東寺 - 世界遺産 真言宗総本山 教王護国寺	http://www.toji.or.jp/
labtest_tablet	757	3260	1.47022E+12	16	user	3	2624	2675	1391	560	10159	303				726	362	560		209	9950	東寺 - 世界遺産 真言宗総本山 教王護国寺	http://www.toji.or.jp/index.shtml
labtest_tablet	757	3261	1.47022E+12	16	user	3	1883	2306	1057	571	8870	306				379	372	571		209	8661	東寺 - 東寺とは / What is Toji?	http://www.toji.or.jp/about.shtml
labtest_tablet	757	3262	1.47022E+12	16	user	3	5201	8951	1075	571	8177	327				378	370	571		209	7968	東寺 - 境内のご案内 / Guide and Information	http://www.toji.or.jp/guide.shtml
labtest_tablet	757	3263	1.47022E+12	16	user	3	1683	1729	25	526	99					25		526		99		東寺 - 東寺とは / What is Toji?	http://www.toji.or.jp/about.shtml
labtest_tablet	757	3264	1.47022E+12	16	user	3			41	515	99					41		515		99		東寺 - 世界遺産 真言宗総本山 教王護国寺	http://www.toji.or.jp/index.shtml
labtest_tablet	757	3265	1.47022E+12	16	user	3	1215	1279	234	684	99					234		684		99		東寺 - 世界遺産 真言宗総本山 教王護国寺	http://www.toji.or.jp/
labtest_tablet	757	3266	1.47022E+12	16	user	3	1121		18	488	208					18		488		208		toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	757	3267	1.47022E+12	16	user	3	31834	33062	231	418	322					231		418		322		Google	http://www.google.com.cy/?gfe_rd=&ei=
labtest_phone	212	3007	1.47022E+12	16	user	4	968	2002	122	280	479	7				115		280		217	262	Google	http://google.com/
labtest_phone	212	3008	1.47022E+12	16	user	4	1490	2463	805	656	21622	20				213	572	656		616	21006	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	212	3009	1.47022E+12	16	user	4	14595	26616	150	754	477	19				131		754		241	236	Kyoto Travel: Toji Temple	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_tablet	781	3268	1.47022E+12	17	reader	1	1742	4411	821	330	50235	21				148	652	330		710	49525	news.google.com - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	781	3269	1.47022E+12	17	reader	1	7373	8600	371	430	548	9				361	1	430		375	173	Google News	http://news.google.com/
labtest_tablet	781	3270	1.47022E+12	17	reader	1	4263	4788	1495	557	77329	547				903	45	557		458	76871	World	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_tablet	799	3271	1.47022E+12	17	reader	1	24113		776	374	372	325				451		374		372		'Dead souls in living bodies': Australia accused of abusing refugees - CNN.com	http://www.cnn.com/2016/08/03/asia/australia-nauru-amnesty-human-rights-watch/
labtest_tablet	799	3272	1.47022E+12	17	reader	1	30334	117251	811	1017	30540	116				574	121	1017		1022	29518	Australian doctor slams government policy on migrants - CNN Video	http://edition.cnn.com/videos/world/2016/02/16/australia-intv-amanpour-holmes-brian-owler.cnn/video/playlists/australia-migrant-policy/
labtest_phone	270	3010	1.47022E+12	17	reader	2	1198	2191	753	330	17799	16				144	593	330		710	17089	news.google.com - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	270	3011	1.47022E+12	17	reader	2	3956	4839	169	631	574	32				136	1	631		352	222	Google News	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_phone	270	3012	1.47022E+12	17	reader	2	1175	1895	615	645	19372	6				160	449	645		368	19004	world news - Google Search	https://www.google.com/m/search?pz=&tbm=&cf=&ned=&hl=&q=&oq=&gs_l=
labtest_phone	270	3013	1.47022E+12	17	reader	2	857	1463	551	810	19339	5				150	396	810		368	18971	world news - Google Search	https://www.google.com/search?q=&hl=&tbm=&oq=&gs_l=
labtest_phone	270	3014	1.47022E+12	17	reader	2	3181	3502	0	0	0											Google News	http://news.google.com/
labtest_tablet	849	3273	1.47022E+12	17	reader	3	5523	10867	603	330	50270	7				143	453	330		710	49560	news.google.com - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	849	3274	1.47022E+12	17	reader	3	7300	8254	381	430	548	25				356		430		375	173	Google News	http://news.google.com/
labtest_tablet	849	3275	1.47022E+12	17	reader	3			0	0	0											Google News	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_tablet	849	3276	1.47022E+12	17	reader	3	5413	6682	1673	557	85519	670				936	67	557		473	85046	World	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_tablet	873	3278	1.47022E+12	17	reader	3	110513	228217	629	373	371	190				439		373		371		Obama says Trump 'unfit' for presidency - CNNPolitics.com	http://www.cnn.com/2016/08/02/politics/obama-says-trump-unfit-for-presidency/
labtest_tablet	878	3277	1.47022E+12	17	reader	3	14335	110723	1329	373	371	1016				313		373		371		Obama says Trump 'unfit' for presidency - CNNPolitics.com	http://www.cnn.com/2016/08/02/politics/obama-says-trump-unfit-for-presidency/
labtest_phone	338	3015	1.47022E+12	17	reader	4	888	1865	563	330	17788	4				153	406	330		710	17078	news.google.com - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	338	3016	1.47022E+12	17	reader	4	3452	4385	117	631	574	5				112		631		352	222	Google News	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_phone	343	3017	1.47022E+12	17	reader	4	48		427	348	30318	132				189	106	348		719	29599	Plane crash-lands at Dubai airport - BBC News	http://www.bbc.co.uk/news/world-middle-east-36963112
labtest_phone	343	3018	1.47022E+12	17	reader	4	9740	14695	574	375	30616	217				232	125	375		758	29858	Plane crash-lands at Dubai airport - BBC News	http://www.bbc.com/news/world-middle-east-36963112
labtest_phone	395	3019	1.47022E+12	18	user	2	709	1565	186	280	479	73				113		280		217	262	Google	http://google.com/
labtest_phone	395	3020	1.47022E+12	18	user	2	1353	2129	757	692	21412	6				134	617	692		616	20796	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	395	3021	1.47022E+12	18	user	2	23279	30351	134	790	477	6				128		790		241	236	Kyoto Travel: Toji Temple	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_tablet	71	3279	1.47022E+12	18	user	3	1361	3429	114	280	479	18				96		280		217	262	Google	http://google.com/
labtest_tablet	71	3280	1.47022E+12	18	user	3	2985	4510	2174	718	83788	6				156	2012	718		616	83172	toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	71	3281	1.47022E+12	18	user	3	27024	46505	1021	519	74585	5				287	729	519		320	74265	Kyoto Travel: Toji Temple	http://www.japan-guide.com/e/e3919.html
labtest_phone	458	3022	1.47022E+12	18	user	4	759	1703	145	280	479	16				129		280		217	262	Google	http://google.com/
labtest_phone	458	3023	1.47022E+12	18	user	4	1257	2269	699	657	21649	6				157	536	657		616	21033	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	458	3024	1.47022E+12	18	user	4	20319	25118	131	755	477	5				126		755		241	236	Kyoto Travel: Toji Temple	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_tablet	133	3282	1.47022E+12	19	buyer	1			172	283	0	165				7		283				Firefox Home	http://amazon.com.uk/
labtest_tablet	133	3283	1.47022E+12	19	buyer	1	1910	5205	988	328	62166	22				164	802	328		710	61456	amazon.com.uk - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	133	3284	1.47022E+12	19	buyer	1			107	578	770	6				101		578		338	432	amazon.com.uk - Google Search	http://www.google.com/aclk?sa=&ai=&sig=&rct=&q=&ved=&adurl=
labtest_tablet	133	3285	1.47022E+12	19	buyer	1	7513	20277	147	617	816	20				127		617		394	422	"Amazon.co.uk: Low Prices in Electronics, Books, Sports Equipment & more"	http://www.amazon.co.uk/?tag=&hvadid=&hvpos=&hvexid=&hvnetw=&hvrand=&hvpone=&hvptwo=&hvqmt=&hvdev=&ref=
labtest_tablet	133	3286	1.47022E+12	19	buyer	1	6525	9622	1286	1124	83159	152	6	203		173	752	1124		452	82707	Amazon.co.uk: white polo short	https://www.amazon.co.uk/s/ref=nb_sb_noss_2/253-8026465-9379415?url=&field-keywords=
labtest_tablet	133	3287	1.47022E+12	19	buyer	1	8518	20531	1170	1087	122243	232			1	169	768	1087		879	121364	AWD Just Cool Breathable Cool Polo Shirt: Amazon.co.uk: Clothing	https://www.amazon.co.uk/AWD-Just-Cool-Breathable-Arctic/dp/B006ZDBY3I/ref=sr_1_5?ie=&qid=&sr=&keywords=
labtest_phone	510	3025	1.47022E+12	19	buyer	2	1785	2549	957	328	21866	18				157	782	328		710	21156	amazon.com.uk - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	510	3026	1.47022E+12	19	buyer	2	2110	3345	153	627	574	4				148	1	627		352	222	Amazon.co.uk	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_phone	510	3027	1.47022E+12	19	buyer	2	1668	3798	698	927	25929	8				350	340	927		426	25503	Amazon.co.uk: white polo shirt	https://www.amazon.co.uk/gp/aw/s/ref=nb_sb_noss/254-9241212-4462451?k=
labtest_phone	510	3028	1.47022E+12	19	buyer	2	3069	4647	1728	1040	67001	4				258	1466	1040		934	66067	Fruit Of The Loom Classic Polo Men's Top White Small	https://www.amazon.co.uk/gp/aw/d/B004N3CJAO/ref=mp_s_a_1_3?ie=&amp;qid=&amp;sr=&amp;pi=&amp;keywords=
labtest_tablet	277	3288	1.47022E+12	19	buyer	3			24	283	0	16				8		283				Firefox Home	http://amazon.com.uk/
labtest_tablet	277	3289	1.47022E+12	19	buyer	3	1749		661	328	62045	7				159	495	328		695	61350	amazon.com.uk - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	277	3290	1.47022E+12	19	buyer	3			130	578	769	17				112	1	578		338	431		http://www.google.com/aclk?sa=&ai=&sig=&rct=&q=&ved=&adurl=
labtest_tablet	277	3291	1.47022E+12	19	buyer	3	7611	21720	332	617	816	184				148		617		394	422	"Amazon.co.uk: Low Prices in Electronics, Books, Sports Equipment & more"	http://www.amazon.co.uk/?tag=&hvadid=&hvpos=&hvexid=&hvnetw=&hvrand=&hvpone=&hvptwo=&hvqmt=&hvdev=&ref=
labtest_tablet	277	3292	1.47022E+12	19	buyer	3	5200	8586	1013	1113	83680	6				168	839	1113		452	83228	Amazon.co.uk: white polo shorts	https://www.amazon.co.uk/s/ref=nb_sb_noss_1/256-6997362-8953725?url=&field-keywords=
labtest_tablet	277	3293	1.47022E+12	19	buyer	3	10411	20902	1272	1081	123030	21	1	188		167	895	1081		879	122151	Tommy Hilfiger Men's New Tommy Knit Short Sleeve Polo Shirt: Amazon.co.uk: Clothing	https://www.amazon.co.uk/Tommy-Hilfiger-Short-Sleeve-X-Large/dp/B005HVDNQK/ref=sr_1_1?ie=&qid=&sr=&keywords=
labtest_phone	548	3029	1.47022E+12	19	buyer	4			115	283	0	111				4		283				Firefox Home	http://amazon.com.uk/
labtest_phone	548	3030	1.47022E+12	19	buyer	4	1478	3866	830	328	22558	9				134	687	328		710	21848	amazon.com.uk - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	548	3031	1.47022E+12	19	buyer	4	2794	4028	261	569	886	132				128	1	569		886		Amazon.co.uk	http://www.google.com/aclk?sa=&ai=&sig=&ved=&adurl=
labtest_phone	548	3032	1.47022E+12	19	buyer	4	1728	2436	703	1105	27120	5				336	362	1105		426	26694	Amazon.co.uk: white polo shorts	https://www.amazon.co.uk/gp/aw/s/ref=is_s_ss_i_0_16/253-6567021-9252616?k=&sprefix=
labtest_phone	548	3033	1.47022E+12	19	buyer	4	2675	3823	1491	1071	66807	5				172	1314	1071		934	65873	Fruit of the Loom Pique Polo Shirt White XL	https://www.amazon.co.uk/gp/aw/d/B003ARB2B6/ref=mp_s_a_1_3?ie=&amp;qid=&amp;sr=&amp;pi=&amp;keywords=
labtest_tablet	394	3294	1.47022E+12	20	user	1	1584	3560	160	280	479	71				89		280		217	262	Google	http://google.com/
labtest_tablet	394	3295	1.47022E+12	20	user	1	4011	5410	3235	742	83816	6			1	174	3054	742		616	83200	toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	394	3296	1.47022E+12	20	user	1	4592	67469	312	563	11653	8				301	3	563		741	10912	Toji Temple | JapanVisitor Japan Travel Guide	http://www.japanvisitor.com/japan-temples-shrines/toji-temple
labtest_phone	619	3039	1.47022E+12	20	user	2	1971	2698	1224	466	21965	6				164	1054	466		368	21597	ggogle - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	619	3040	1.47022E+12	20	user	2	1397	2031	848	697	21558	7				182	659	697		368	21190	toji japan - Google Search	https://www.google.com/search?q=&oq=&gs_l=
labtest_phone	619	3041	1.47022E+12	20	user	2	6238	54815	134	820	646	8				125	1	820		388	258	Toji Temple | JapanVisitor Japan Travel Guide	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_phone	619	3042	1.47023E+12	20	user	2	1151	1709	549	401	327					549		401		327		ggogle - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	494	3297	1.47023E+12	20	user	3	1519	3581	146	280	479	5				141		280		217	262	Google	http://google.com/
labtest_tablet	494	3298	1.47023E+12	20	user	3	1917	3457	1091	743	83800	10				192	889	743		616	83184	toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	494	3299	1.47023E+12	20	user	3	14844	77775	296	563	11653	6				290		563		741	10912	Toji Temple | JapanVisitor Japan Travel Guide	http://www.japanvisitor.com/japan-temples-shrines/toji-temple
labtest_tablet	494	3301	1.47023E+12	20	user	3			512	504	322					512		504		322		Toji Temple | JapanVisitor Japan Travel Guide	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	494	3300	1.47023E+12	20	user	3			0	0	0											Toji Temple | JapanVisitor Japan Travel Guide	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_phone	619	3043	1.47023E+12	20	user	4	681	1557	117	280	479	6				111		280		217	262	Google	http://google.com/
labtest_phone	619	3044	1.47023E+12	20	user	4	5467	6228	960	690	21668	10				127	823	690		616	21052	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	619	3045	1.47023E+12	20	user	4	2767	43156	129	810	521	4				125		810		263	258	Toji Temple | JapanVisitor Japan Travel Guide	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_tablet	599	3302	1.47023E+12	21	user	1	1500	3499	104	280	479	8				96		280		217	262	Google	http://google.com/
labtest_tablet	599	3303	1.47023E+12	21	user	1	2106	3701	814	325	84257	6				266	542	325		695	83562	toji japan - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	599	3304	1.47023E+12	21	user	1	8617	11178	1145	658	65630	340				594	211	658		2879	62751	"Toji, Kyoto - TripAdvisor"	https://www.tripadvisor.com/Attraction_Review-g298564-d1310392-Reviews-Toji-Kyoto_Kyoto_Prefecture_Kinki.html
labtest_tablet	599	3305	1.47023E+12	21	user	1			0	0	0											"Toji, Kyoto - TripAdvisor"	https://www.tripadvisor.com/Attractions-g298564-Activities-Kyoto_Kyoto_Prefecture_Kinki.html
labtest_tablet	599	3306	1.47023E+12	21	user	1	2830	4960	1419	401	426					1419		401		426		toji japan - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	599	3307	1.47023E+12	21	user	3	5818	7881	3104	473	74413	8				194	2902	473		695	73718	organicfusion - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_tablet	599	3308	1.47023E+12	21	user	3			0	0	0											Organic Fusion Co. | Natural Boutique	http://organicfusion.eu/?page_id=&offset=&sort=
labtest_phone	619	3046	1.47023E+12	21	user	2	757	1910	178	280	479	37				141		280		217	262	Google	http://google.com/
labtest_phone	619	3047	1.47023E+12	21	user	2	1487	2126	820	697	21632	6				219	595	697		616	21016	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	619	3048	1.47023E+12	21	user	2	1139	2007	636	329	20540	8				139	489	329		695	19845	organic fusion - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	619	3049	1.47023E+12	21	user	2	6161	9352	139	627	557	7				131	1	627		336	221	Organic Fusion Co. | Natural Boutique	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_phone	619	3050	1.47023E+12	21	user	2	9083	13676	612	544	37384	54				435	123	544		307	37077	Store | Organic Fusion Co.	http://organicfusion.eu/?page_id=&offset=&sort=
labtest_phone	839	3051	1.47023E+12	21	user	4	736	1787	137	280	479	5				132		280		217	262	Google	http://google.com/
labtest_phone	839	3052	1.47023E+12	21	user	4	1345	2048	702	657	21593	14				150	538	657		616	20977	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	839	3053	1.47023E+12	21	user	4	7224	7274	117	742	443	7				110		742		224	219	東寺 - 世界遺産 真言宗総本山 教王護国寺	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_phone	839	3054	1.47023E+12	21	user	4	1019	1779	519	329	20539	7			1	132	379	329		695	19844	organic fusion - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	839	3055	1.47023E+12	21	user	4	6224	9304	133	631	557	13				118	2	631		336	221	Organic Fusion Co. | Natural Boutique	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_phone	839	3056	1.47023E+12	21	user	4	6029	9912	797	544	37384	19				667	111	544		307	37077	Store | Organic Fusion Co.	http://organicfusion.eu/?page_id=&offset=&sort=
labtest_phone	878	3057	1.47023E+12	22	reader	2	1189	2166	737	330	17717	17				130	590	330		695	17022	news.google.com - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	878	3058	1.47023E+12	22	reader	2	3475	4301	130	631	559	4				124	2	631		337	222	Google News	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_phone	883	3059	1.47023E+12	22	reader	2	983	28978	391	394	25961	74				216	101	394		902	25059	Emirates Airline Reports Accident Involving Plane at Dubai Airport - WSJ	http://www.wsj.com/articles/emirates-airline-reports-accident-on-plane-at-dubai-airport-1470220138
labtest_phone	938	3060	1.47023E+12	22	reader	4	3424	7588	431	285	882	124			1	304	2	285		709	173	Google News	http://news.google.com/
labtest_phone	942	3061	1.47023E+12	22	reader	4	6227	26295	4387	394	25959	2384	1202	422		267	112	394		901	25058	Emirates Airline Reports Accident Involving Plane at Dubai Airport - WSJ	http://www.wsj.com/articles/emirates-airline-reports-accident-on-plane-at-dubai-airport-1470220138
labtest_phone	1110	3065	1.47023E+12	23	reader	2	4849	5536	607	285	882	291				316		285		709	173	Google News	http://news.google.com/
labtest_phone	1114	3066	1.47023E+12	23	reader	2	5697	20710	547	375	534	295				252		375		534		Obama Says Republicans Should Withdraw Support for Trump - NYTimes.com	http://www.nytimes.com/2016/08/03/us/politics/president-obama-donald-trump.html
labtest_phone	1168	3067	1.47023E+12	23	reader	4	1028		647	330	17715	5				138	504	330		695	17020	news.google.com - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	1168	3068	1.47023E+12	23	reader	4	3632	4534	109	631	559	9				99	1	631		337	222	Google News	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_phone	1204	3069	1.47023E+12	23	reader	4	1447	25327	805	1490	25665	34	8	37	1	724	1	1490		606	25059	Emirates Airline Reports Accident Involving Plane at Dubai Airport - WSJ	http://www.wsj.com/articles/emirates-airline-reports-accident-on-plane-at-dubai-airport-1470220138
